Strategy,RegimeFilter,Score,Trades,WinRate,ProfitFactor,Expectancy,GrossPnL,TotalCosts,NetPnL,NetProfitFactor,NetExpectancy,GrossCurrency,NetCurrency,MaxDrawdown,ReturnToDrawdown,VolMinAtr,VolMinVolume,UseSqueeze,SqueezeRatio,VolRangeMultiplier,VolExpansionMode,VwapMinDistance,RsiLongMax,RsiShortMin,VolTrailingMode,AtrChandelier,MaxBarsWithoutProfit,MinProfitAtrRatio,RangeCompression,RangeTargetRatio,MomentumMacdAtr,MomentumVolume,EmaVolume,AtrStop,TrailingBars,EmaTrailingOffset,TrendAtrStop,TrendTimeExitBars,BeActivationR,ChandelierActivationR,ChandelierTrailMultiplier,OrbAtrStop,OrbRangeStart,OrbRangeEnd,OrbMinWindowBars,OrbMinRangeAtrRatio,OrbBreakoutBuffer,OrbRequireVolume,OrbVolumeRatio,VwapReversionBand,RsiOversold,RsiOverbought,VwapReversionVolumeRatio,BbStdDev,BbFadeRsiOversold,BbFadeRsiOverbought,BbFadeTargetRatio,SessionBreakoutAtrBuffer,SessionMinRangeAtrRatio,SrsRefCandle,SrsBuffer,SrsStop,SrsTarget,SrsAntiMode,IbTargetMultiplier,IbUseHalfRangeStop,IbMinRangeRatio,IbMaxRangeRatio,IbRequireVolume
TradingBrain.Volatility,IntradayExpansion|HighVolatility,35.31557552,33,42.42424242,1.69718574,14.07575758,464.5,90.42,419.29,1.60566534,12.70575758,929,838.58,321.75,1.30315462,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,AtrChandelier,3,7,1,1.05,1,0.1,1.2,1.1,2.25,1,0,3,60,1,0.75,2,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.Volatility,IntradayExpansion|HighVolatility,35.15159419,35,34.28571429,1.67995875,14.12857143,494.5,95.9,446.55,1.58843295,12.75857143,989,893.1,390,1.145,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,AtrChandelier,3,7,0.5,1.05,1,0.1,1.2,1.1,1.25,2,0,3,60,1,0.75,2,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.Volatility,IntradayExpansion|HighVolatility,35.07597327,35,37.14285714,1.67497404,13.92857143,487.5,95.9,439.55,1.58411184,12.55857143,975,879.1,330.75,1.32894936,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,AtrChandelier,3,7,0.5,1.05,1,0.1,1.2,1.1,1.25,4,0,3,60,1,0.75,2,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.Volatility,IntradayExpansion|HighVolatility,35.07597327,35,37.14285714,1.67497404,13.92857143,487.5,95.9,439.55,1.58411184,12.55857143,975,879.1,330.75,1.32894936,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,AtrChandelier,3,7,0.5,1.05,1,0.1,1.2,1.1,1.25,3,0,3,60,1,0.75,2,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.Volatility,IntradayExpansion|HighVolatility,34.27023715,35,40,1.66677955,14.06428571,492.25,95.9,444.3,1.57925478,12.69428571,984.5,888.6,451.5,0.98405316,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,VwapEmaChandelier,3,5,0.5,1.05,1,0.1,1.2,1.1,2.25,4,0,3,60,1,0.75,2,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.Volatility,IntradayExpansion|HighVolatility,33.93633107,34,32.35294118,1.65587323,14,476,93.16,429.42,1.56698091,12.63,952,858.84,388.5,1.10532819,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,AtrChandelier,3,7,0.5,1.05,1,0.1,1.2,1.1,1.5,1,0,3,60,1,0.75,2,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.Volatility,IntradayExpansion|HighVolatility,33.9298949,32,40.625,1.61755903,14.5078125,464.25,87.68,420.41,1.54035886,13.1378125,928.5,840.82,403.75,1.04126316,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,AtrChandelier,3,7,0.5,1.05,1,0.1,1.2,1.1,2,4,0,3,60,1,0.75,2,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.Volatility,IntradayExpansion|HighVolatility,33.72633508,34,32.35294118,1.65245789,13.95588235,474.5,93.16,427.92,1.56388362,12.58588235,949,855.84,390,1.09723077,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,AtrChandelier,3,7,0.5,1.05,1,0.1,1.2,1.1,1.25,1,0,3,60,1,0.75,2,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.Volatility,IntradayExpansion|HighVolatility,33.31300515,33,42.42424242,1.61255693,14.26515152,470.75,90.42,425.54,1.53558708,12.89515152,941.5,851.08,432,0.9850463,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,VwapEmaChandelier,3,7,0.5,1.05,1,0.1,1.2,1.1,2.5,3,0,3,60,1,0.75,2,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.Volatility,IntradayExpansion|HighVolatility,33.01781863,33,39.39393939,1.60923277,14.1969697,468.5,90.42,423.29,1.53150427,12.8269697,937,846.58,434.25,0.97476108,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,VwapEmaChandelier,3,7,0.5,1.05,1,0.1,1.2,1.1,2,3,0,3,60,1,0.75,2,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.Volatility,IntradayExpansion|HighVolatility,32.86183681,34,38.23529412,1.6202946,13.93382353,473.75,93.16,427.17,1.53900217,12.56382353,947.5,854.34,424.25,1.00688273,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,VwapEmaChandelier,3,7,0.5,1.05,1,0.1,1.2,1.1,1.75,3,0,3,60,1,0.75,2,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.Volatility,IntradayExpansion|HighVolatility,32.68445523,35,40,1.64849306,13.67857143,478.75,95.9,430.8,1.56156634,12.30857143,957.5,861.6,465,0.92645161,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,AtrChandelier,3,5,0.5,1.05,1,0.1,1.2,1.1,2.25,4,0,3,60,1,0.75,2,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
