Strategy,RegimeFilter,Score,Trades,WinRate,ProfitFactor,Expectancy,GrossPnL,TotalCosts,NetPnL,NetProfitFactor,NetExpectancy,GrossCurrency,NetCurrency,MaxDrawdown,ReturnToDrawdown,VolMinAtr,VolMinVolume,UseSqueeze,SqueezeRatio,VolRangeMultiplier,VolExpansionMode,VwapMinDistance,RsiLongMax,RsiShortMin,VolTrailingMode,AtrChandelier,MaxBarsWithoutProfit,MinProfitAtrRatio,RangeCompression,RangeTargetRatio,MomentumMacdAtr,MomentumVolume,EmaVolume,AtrStop,TrailingBars,EmaTrailingOffset,TrendAtrStop,TrendTimeExitBars,BeActivationR,ChandelierActivationR,ChandelierTrailMultiplier,OrbAtrStop,OrbRangeStart,OrbRangeEnd,OrbMinWindowBars,OrbMinRangeAtrRatio,OrbBreakoutBuffer,OrbRequireVolume,OrbVolumeRatio,VwapReversionBand,RsiOversold,RsiOverbought,VwapReversionVolumeRatio,BbStdDev,BbFadeRsiOversold,BbFadeRsiOverbought,BbFadeTargetRatio,SessionBreakoutAtrBuffer,SessionMinRangeAtrRatio,SrsRefCandle,SrsBuffer,SrsStop,SrsTarget,SrsAntiMode,IbTargetMultiplier,IbUseHalfRangeStop,IbMinRangeRatio,IbMaxRangeRatio,IbRequireVolume
TradingBrain.EMA,WideIbBreakout|IntradayExpansion|HighVolatility,50.92655653,135,43.7037037,1.58779885,13.2037037,1782.5,369.9,1597.55,1.50922148,11.8337037,3565,3195.1,474.75,3.36503423,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,VwapEmaChandelier,3,5,1,1.05,1,0.1,1.2,1.1,1.8,3,0,3,60,0,0,2,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.EMA,WideIbBreakout|IntradayExpansion|HighVolatility,50.91923037,146,41.09589041,1.64474838,12.59246575,1838.5,400.04,1638.48,1.55168791,11.22246575,3677,3276.96,469.25,3.49169952,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,VwapEmaChandelier,3,5,1,1.05,1,0.1,1.2,1.05,1.2,3,0,3,60,0.75,0,2,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.EMA,WideIbBreakout|IntradayExpansion|HighVolatility,50.78868998,131,44.27480916,1.58308693,13.17175573,1725.5,358.94,1546.03,1.50525838,11.80175573,3451,3092.06,444,3.48204955,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,VwapEmaChandelier,3,5,1,1.05,1,0.1,1.2,1.2,1.8,3,0,3,60,0,0,2,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.EMA,WideIbBreakout|IntradayExpansion|HighVolatility,50.62264709,136,39.70588235,1.67513716,12.89338235,1753.5,372.64,1567.18,1.57825039,11.52338235,3507,3134.36,517.75,3.02690488,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,VwapEmaChandelier,3,5,1,1.05,1,0.1,1.2,1.2,1.5,3,0,3,60,0.5,0,2,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.EMA,WideIbBreakout|IntradayExpansion|HighVolatility,50.36684438,139,41.72661871,1.6394324,13.04856115,1813.75,380.86,1623.32,1.55063448,11.67856115,3627.5,3246.64,548.5,2.95956244,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,VwapEmaChandelier,3,5,1,1.05,1,0.1,1.2,1.1,1.5,3,0,3,60,0.75,0,2,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.EMA,WideIbBreakout|IntradayExpansion|HighVolatility,50.24724722,137,39.41605839,1.6247751,12.67335766,1736.25,375.38,1548.56,1.53521721,11.30335766,3472.5,3097.12,438.5,3.53149373,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,VwapEmaChandelier,3,5,1,1.05,1,0.1,1.2,1.2,1.2,3,0.3,3,60,0.75,0,2,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.EMA,WideIbBreakout|IntradayExpansion|HighVolatility,49.69022013,141,38.29787234,1.63431774,12.64361702,1782.75,386.34,1589.58,1.54257618,11.27361702,3565.5,3179.16,485.25,3.27579598,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,VwapEmaChandelier,3,5,1,1.05,1,0.1,1.2,1.1,1.2,3,0.5,3,60,0.75,0,2,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.EMA,WideIbBreakout|IntradayExpansion|HighVolatility,49.63610203,143,40.55944056,1.59282051,13.13636364,1878.5,391.82,1682.59,1.51217277,11.76636364,3757,3365.18,575.25,2.92497175,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,VwapEmaChandelier,3,5,1,1.05,1,0.1,1.2,1.05,1.5,3,0.5,3,60,0.75,0,2,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.EMA,WideIbBreakout|IntradayExpansion|HighVolatility,49.6311652,135,42.22222222,1.6307387,12.95,1748.25,369.9,1563.3,1.54295767,11.58,3496.5,3126.6,517.75,3.01941091,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,VwapEmaChandelier,3,5,1,1.05,1,0.1,1.2,1.2,1.5,3,0,3,60,0.75,0,2,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.EMA,WideIbBreakout|IntradayExpansion|HighVolatility,48.88049577,135,43.7037037,1.56865939,12.92962963,1745.5,369.9,1560.55,1.49162949,11.55962963,3491,3121.1,474.75,3.28709847,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,VwapEmaChandelier,3,5,1,1.05,1,0.1,1.2,1.1,2.2,3,0,3,60,0,0,2,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
